time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-06-17T06:58:17.560Z,25.0244,63.2549,10,4.6,mb,,97,6.398,0.9,us,us6000adbh,2020-08-30T00:00:40.040Z,"34 km SW of Pasni, Pakistan",earthquake,7.6,1.9,0.069,63,reviewed,us,us
2020-06-14T18:06:01.738Z,27.7759,53.3785,10,5.2,mww,,39,3.791,0.81,us,us6000abr2,2020-08-22T19:14:51.040Z,"54 km ENE of Mohr, Iran",earthquake,7,1.8,0.069,20,reviewed,us,us
2020-06-13T23:15:05.096Z,27.743,53.2836,10,4.9,mb,,40,3.824,0.57,us,us6000abii,2020-08-22T19:14:50.040Z,"44 km ENE of Mohr, Iran",earthquake,6.9,1.8,0.045,156,reviewed,us,us
2020-06-13T22:04:16.539Z,27.7921,53.3816,10,4.8,mb,,42,3.801,0.66,us,us6000abi5,2020-08-22T19:14:50.040Z,"55 km ENE of Mohr, Iran",earthquake,7.2,1.8,0.051,121,reviewed,us,us
2020-06-12T04:04:58.098Z,27.6472,53.3452,10,4,mb,,106,3.718,0.83,us,us6000aaf5,2020-08-22T19:14:46.040Z,"46 km ENE of Mohr, Iran",earthquake,8,1.9,0.113,21,reviewed,us,us
2020-06-10T05:52:14.272Z,27.8133,53.129,10,4.4,mb,,105,3.97,0.8,us,us6000a951,2020-08-22T19:14:41.040Z,"37 km NE of Mohr, Iran",earthquake,9.1,1.9,0.098,30,reviewed,us,us
2020-06-10T04:02:28.017Z,27.6792,53.3939,10,4.4,mb,,71,3.711,0.55,us,us6000a936,2020-08-22T19:14:40.040Z,"52 km ENE of Mohr, Iran",earthquake,6.6,1.5,0.074,53,reviewed,us,us
2020-06-09T22:27:00.711Z,27.6362,53.2165,10,4.3,mb,,79,3.791,0.56,us,us6000a8yt,2020-08-18T17:59:11.040Z,"34 km ENE of Mohr, Iran",earthquake,7.3,1.9,0.078,46,reviewed,us,us
2020-06-09T19:44:53.892Z,27.6323,53.4934,10,4.2,mb,,105,3.616,0.87,us,us6000a8tr,2020-08-18T17:59:11.040Z,"60 km E of Mohr, Iran",earthquake,7.1,1.8,0.085,42,reviewed,us,us
2020-06-09T17:43:18.284Z,27.6638,53.4338,10,4.1,mb,,104,3.675,0.58,us,us6000a8q5,2020-08-18T17:59:11.040Z,"55 km ENE of Mohr, Iran",earthquake,9.5,1.9,0.083,47,reviewed,us,us
2020-06-09T17:18:14.071Z,27.7199,53.4201,10,5.7,mww,,19,3.725,0.9,us,us6000a8nh,2022-03-10T05:22:33.070Z,"56 km ENE of Mohr, Iran",earthquake,6.4,1.7,0.053,34,reviewed,us,us
2020-06-09T16:08:50.970Z,27.7645,53.3446,10,5.5,mww,,73,3.803,0.75,us,us6000a8lw,2022-03-10T05:22:08.263Z,"51 km ENE of Mohr, Iran",earthquake,6.8,1.9,0.052,36,reviewed,us,us
2020-05-31T23:59:02.351Z,27.7516,53.3194,10,4.9,mww,,20,3.809,0.67,us,us6000a3db,2020-08-15T20:19:59.040Z,"48 km ENE of Mohr, Iran",earthquake,7,1.7,0.093,11,reviewed,us,us
2020-05-29T22:54:05.067Z,25.0038,64.3475,10,4.6,mb,,137,7.389,0.72,us,us6000a298,2020-08-15T20:19:50.040Z,"37 km SW of Ormara, Pakistan",earthquake,8.6,1.9,0.048,130,reviewed,us,us
2020-05-29T08:03:32.921Z,30.5227,50.3681,10,4.5,mb,,66,6.023,0.83,us,us6000a1k1,2020-08-15T20:19:47.040Z,"14 km SE of Behbah?n, Iran",earthquake,7.6,1.9,0.095,32,reviewed,us,us
2020-05-24T09:11:28.687Z,30.384,50.7656,10,4.9,mww,,47,6.35,0.62,us,us70009pe3,2022-03-10T05:18:06.970Z,"4 km NW of Dogonbadan, Iran",earthquake,7.3,1.8,0.086,13,reviewed,us,us
2020-05-15T12:52:45.818Z,25.9932,62.2797,10,4.7,mb,,166,5.589,0.64,us,us70009gmw,2020-08-02T00:31:34.040Z,"76 km W of Turbat, Pakistan",earthquake,10.1,1.9,0.08,47,reviewed,us,us
2020-05-12T13:50:52.103Z,27.739,53.5393,10,4.1,mb,,103,3.668,0.8,us,us70009kv1,2020-07-29T22:14:39.040Z,"59 km W of Ger?sh, Iran",earthquake,11.5,1.9,0.158,12,reviewed,us,us
2020-05-01T20:28:08.978Z,28.4004,56.9245,10,5,mb,,63,3.501,1.01,us,us700098et,2020-07-18T21:57:09.040Z,"97 km S of K?h Sef?d, Iran",earthquake,8.4,1.8,0.036,257,reviewed,us,us
2020-04-26T16:12:54.069Z,27.9469,54.3757,10,4.3,mb,,55,3.409,0.73,us,us60009ctr,2020-07-11T22:19:08.040Z,"38 km NE of Ger?sh, Iran",earthquake,8.3,1.9,0.075,50,reviewed,us,us
2020-04-15T08:10:22.368Z,28.3006,56.7667,10,4.2,mb,,72,3.379,1.24,us,us70008wl8,2020-07-09T14:31:06.040Z,"108 km S of K?h Sef?d, Iran",earthquake,8.6,1.9,0.1,28,reviewed,us,us
2020-03-27T10:43:43.673Z,31.8288,48.667,10,4.5,mb,,65,4.1,0.73,us,us70008h7a,2020-06-13T18:44:47.040Z,"29 km SW of Sh?shtar, Iran",earthquake,5.7,1.8,0.067,65,reviewed,us,us
2020-03-27T07:21:53.122Z,30.6432,50.532,10,4.2,mb,,94,6.022,0.7,us,us70008k9s,2020-06-13T18:44:47.040Z,"17 km S of Dehdasht, Iran",earthquake,10.1,1.9,0.132,16,reviewed,us,us
2020-03-27T06:40:42.525Z,28.2443,57.1201,10,5.3,mww,,70,3.386,0.81,us,us70008h58,2020-06-13T18:44:47.040Z,"118 km SSE of K?h Sef?d, Iran",earthquake,7.6,1.8,0.093,11,reviewed,us,us
2020-03-22T01:11:34.443Z,30.2374,50.8871,10,4.3,mb,,170,7.046,0.69,us,us70008gek,2020-06-06T20:54:04.040Z,"15 km SSE of Dogonbadan, Iran",earthquake,13.2,2,0.201,7,reviewed,us,us
2020-03-15T22:04:25.371Z,27.4047,55.3537,10,5.4,mww,,38,2.565,0.65,us,us60008g7m,2020-05-30T22:17:12.040Z,"94 km WNW of Bandar Abbas, Iran",earthquake,6.2,1.7,0.073,18,reviewed,us,us
2020-03-11T10:24:06.748Z,29.5088,52.1873,10,4.3,mb,,66,5.783,0.64,us,us60008dlc,2020-05-30T22:17:01.040Z,"35 km WSW of Shiraz, Iran",earthquake,4.1,1.9,0.09,35,reviewed,us,us
2020-03-09T04:45:24.055Z,32.2196,48.9324,10,4.4,mb,,212,3.939,0.72,us,us60008f4g,2020-05-23T22:03:15.040Z,"20 km NNE of Sh?shtar, Iran",earthquake,6.9,2,0.096,31,reviewed,us,us
2020-03-04T15:36:18.398Z,26.5534,55.4804,10,4.2,mb,,83,1.729,0.76,us,us600089fa,2020-05-23T22:03:30.040Z,"59 km E of Bandar-e Lengeh, Iran",earthquake,4.7,1.9,0.096,30,reviewed,us,us
2020-03-03T11:31:26.946Z,27.1688,54.6973,10,4.3,mb,,105,2.596,0.62,us,us600088lk,2020-05-19T22:14:23.040Z,"70 km NNW of Bandar-e Lengeh, Iran",earthquake,8,1.8,0.113,22,reviewed,us,us
2020-02-25T11:42:09.007Z,26.8878,55.6637,10,4.4,mb,,122,1.994,0.48,us,us70007web,2020-05-09T21:41:17.040Z,"60 km W of Qeshm, Iran",earthquake,5.3,1.9,0.098,30,reviewed,us,us
2020-02-24T00:33:48.004Z,31.2025,56.6379,10,4.6,mb,,84,5.688,0.76,us,us70007vgv,2020-05-09T21:41:15.040Z,"17 km WSW of R?var, Iran",earthquake,8.1,1.9,0.063,74,reviewed,us,us
2020-02-17T00:29:20.484Z,27.1711,54.747,10,4,mb,,107,2.575,0.57,us,us70007rk2,2020-05-02T22:10:01.040Z,"69 km N of Bandar-e Lengeh, Iran",earthquake,7.1,2,0.184,8,reviewed,us,us
2020-02-16T12:30:47.136Z,27.1286,55.7659,8.52,5.1,mww,,54,2.209,0.85,us,us70007rb0,2021-01-15T23:32:32.031Z,"51 km W of Bandar Abbas, Iran",earthquake,6.9,3.9,0.093,11,reviewed,us,us
2020-02-16T12:24:53.242Z,27.1527,55.8212,10,4.6,mb,,109,2.225,0.86,us,us70007raz,2020-05-02T22:09:59.040Z,"45 km W of Bandar Abbas, Iran",earthquake,8.5,1.9,0.077,51,reviewed,us,us
2020-02-16T12:21:52.947Z,27.0926,55.7736,10,4.1,mb,,126,2.173,0.52,us,us70007ray,2020-05-02T22:09:59.040Z,"51 km WSW of Bandar Abbas, Iran",earthquake,7.1,1.9,0.114,21,reviewed,us,us
2020-02-14T07:53:20.063Z,31.4811,49.8846,10,4.3,mb,,76,2.351,0.77,us,us70007tq3,2020-05-02T22:10:28.040Z,"34 km NE of R?mhormoz, Iran",earthquake,6.5,1.9,0.113,22,reviewed,us,us
2020-02-12T23:46:21.656Z,33.205,57.2308,10,4.1,mb,,129,4.337,0.7,us,us70007p2m,2020-05-02T22:09:42.040Z,"51 km SSE of Tabas, Iran",earthquake,9.9,2,0.111,22,reviewed,us,us
2020-02-12T23:39:07.864Z,27.0715,55.7293,10,4.2,mb,,129,2.16,0.91,us,us70007t1r,2020-05-02T22:10:26.040Z,"55 km WNW of Qeshm, Iran",earthquake,10.5,1.8,0.146,13,reviewed,us,us
2020-02-12T19:41:13.641Z,27.0691,55.9277,10,4.1,mb,,129,2.129,1.13,us,us70007t1p,2020-05-02T22:10:26.040Z,"36 km WNW of Qeshm, Iran",earthquake,9.6,1.9,0.126,17,reviewed,us,us
2020-01-28T15:24:34.670Z,29.5876,52.1306,10,5,mb,,45,5.875,0.59,us,us60007i7g,2021-01-06T06:09:58.833Z,"38 km W of Shiraz, Iran",earthquake,3.2,1.8,0.048,137,reviewed,us,us
2020-01-27T13:28:27.840Z,29.5899,52.0467,10,5.3,mww,,46,4.814,0.77,us,us60007h8p,2020-04-11T18:20:56.040Z,"38 km E of K?zer?n, Iran",earthquake,6.5,1.8,0.069,20,reviewed,us,us
2020-01-24T18:31:25.773Z,26.6604,55.3366,10,4.2,mb,,74,1.878,0.84,us,us60007pjt,2020-04-11T18:21:11.040Z,"46 km ENE of Bandar-e Lengeh, Iran",earthquake,4.9,1.9,0.159,16,reviewed,us,us
2020-01-22T19:23:13.391Z,28.0371,56.7661,10,5,mww,,72,3.12,0.86,us,us60007d34,2020-04-11T18:20:38.040Z,"105 km NNW of M?n?b, Iran",earthquake,5.1,1.7,0.117,7,reviewed,us,us
2020-01-20T14:49:36.083Z,27.4738,56.3552,10,4.4,mb,,67,2.521,0.62,us,us60007bck,2020-04-08T19:39:44.040Z,"32 km NNE of Bandar Abbas, Iran",earthquake,8.3,1.9,0.089,37,reviewed,us,us
2020-01-20T02:50:42.881Z,29.0686,49.6725,10,4.2,mb,,81,6.67,0.92,us,us60007ld3,2020-04-08T19:40:06.040Z,"67 km WSW of Kh?rk, Iran",earthquake,9,1.9,0.11,23,reviewed,us,us
2020-01-13T14:32:32.277Z,32.0844,48.8383,10,4.1,mb,,237,3.989,0.41,us,us60007evk,2020-04-02T21:27:39.040Z,"3 km NNW of Sh?shtar, Iran",earthquake,14.7,2,0.185,8,reviewed,us,us
2020-01-12T03:01:46.783Z,28.8655,51.2723,10,4.2,mb,,95,5.884,1,us,us70006ylm,2020-04-02T21:28:18.040Z,"44 km ESE of Bushehr, Iran",earthquake,5.1,1.9,0.083,40,reviewed,us,us
2020-01-12T02:50:34.913Z,31.5693,49.5237,10,4.1,mb,,136,4.758,0.79,us,us60007es9,2020-04-02T21:27:31.040Z,"32 km NNW of R?mhormoz, Iran",earthquake,8.1,1.9,0.175,9,reviewed,us,us
2020-01-08T03:19:13.757Z,29.1304,51.2412,10,4.4,mb,,53,6.079,0.69,us,us70006w6m,2020-04-02T21:27:48.040Z,"15 km S of Bor?zj?n, Iran",earthquake,7.4,1.9,0.081,44,reviewed,us,us
2020-01-08T02:20:02.005Z,29.1744,51.3041,10,4.9,mb,,52,6.068,0.61,us,us70006w5q,2022-03-10T04:59:06.274Z,"13 km SE of Bor?zj?n, Iran",earthquake,7.3,1.8,0.055,103,reviewed,us,us
2020-01-04T08:29:18.262Z,31.7534,49.9008,10,4.1,mb,,152,4.844,0.58,us,us700071q6,2020-03-21T17:13:50.040Z,"59 km NNE of R?mhormoz, Iran",earthquake,8.4,2,0.145,13,reviewed,us,us
2020-01-04T08:24:38.167Z,25.499,63.1389,10,4.9,mb,,97,6.304,0.68,us,us70006ulm,2020-03-21T17:13:35.040Z,"southwestern Pakistan",earthquake,10,1.9,0.079,51,reviewed,us,us
2020-01-01T12:59:03.756Z,30.6259,51.6449,10,4.2,mb,,76,6.699,0.58,us,us70006t50,2020-03-21T17:13:31.040Z,"7 km SE of Yasuj, Iran",earthquake,4.5,1.9,0.098,29,reviewed,us,us
2019-12-30T13:54:30.609Z,27.3933,56.6391,10,4.7,mb,,73,2.469,0.5,us,us7000705z,2020-03-14T22:23:11.040Z,"42 km ENE of Bandar Abbas, Iran",earthquake,8.2,1.9,0.08,47,reviewed,us,us
2019-12-30T13:49:45.226Z,27.3841,56.5405,10,5,mww,,63,2.447,0.43,us,us70006sg8,2020-03-14T22:23:12.040Z,"33 km NE of Bandar Abbas, Iran",earthquake,4.6,1.7,0.089,12,reviewed,us,us
2019-12-30T11:51:50.650Z,27.3825,56.5793,10,4.4,mb,,71,2.45,0.86,us,us70006sf5,2020-03-14T22:23:14.040Z,"36 km NE of Bandar Abbas, Iran",earthquake,9.9,1.9,0.086,39,reviewed,us,us
2019-12-27T01:53:11.845Z,28.8664,51.3743,10,4.8,mww,,35,5.817,0.87,us,us70006rec,2020-03-14T22:24:19.040Z,"47 km SSE of Bor?zj?n, Iran",earthquake,6.8,1.8,0.127,6,reviewed,us,us
2019-12-10T08:32:53.755Z,31.0167,50.1048,10,4.2,mb,,67,2.671,1.02,us,us60006pp7,2020-03-04T21:26:50.040Z,"43 km NE of Aghajari, Iran",earthquake,7.6,1.9,0.098,29,reviewed,us,us
2019-12-10T08:21:41.183Z,30.8685,50.077,10,4.8,mb,,47,2.709,1.11,us,us60006pp2,2020-03-04T21:26:50.040Z,"29 km NE of Aghajari, Iran",earthquake,7,1.8,0.054,106,reviewed,us,us
2019-12-04T21:37:05.412Z,28.2279,51.66,10,4.6,mb,,58,5.218,0.44,us,us60006m49,2020-02-29T19:52:44.040Z,"112 km SW of F?r?z?b?d, Iran",earthquake,7.6,1.9,0.073,56,reviewed,us,us
2019-12-04T18:47:10.405Z,27.576,57.1621,10,4.1,mb,,82,2.757,1.13,us,us60006m1i,2020-02-29T19:52:49.040Z,"49 km N of M?n?b, Iran",earthquake,8.5,1.9,0.111,22,reviewed,us,us
2019-12-04T04:15:10.728Z,24.9861,62.9434,10,4.5,mb,,149,6.116,0.71,us,us60006lv0,2020-02-29T19:52:56.040Z,"61 km WSW of Pasni, Pakistan",earthquake,10.5,1.9,0.074,53,reviewed,us,us
2019-12-03T14:43:07.354Z,28.7512,51.7498,10,4.2,mb,,96,5.495,0.9,us,us60006q94,2020-02-29T19:52:44.040Z,"77 km SE of Bor?zj?n, Iran",earthquake,9.9,1.9,0.128,17,reviewed,us,us
2019-11-29T19:03:20.569Z,31.9938,49.7484,10,4.4,mb,,64,2.173,1.1,us,us70006ekr,2020-02-19T18:58:20.040Z,"42 km E of Masjed Soleym?n, Iran",earthquake,7.3,1.8,0.07,65,reviewed,us,us
2019-11-29T17:30:13.574Z,31.9789,49.8716,10,4.1,mb,,75,2.278,1.04,us,us60006pfe,2020-02-19T18:57:58.040Z,"53 km E of Masjed Soleym?n, Iran",earthquake,4.4,1.9,0.145,16,reviewed,us,us
2019-11-29T17:20:13.576Z,31.9436,49.8143,10,5,mb,,60,2.23,0.79,us,us70006ehm,2020-02-19T18:58:20.040Z,"48 km E of Masjed Soleym?n, Iran",earthquake,1.7,1.8,0.04,205,reviewed,us,us
2019-11-26T07:10:51.919Z,27.7,53.0452,10,4.4,mb,,82,3.944,1.44,us,us70006d3l,2020-02-19T18:58:05.040Z,"22 km NE of Mohr, Iran",earthquake,9,1.9,0.103,27,reviewed,us,us
2019-11-25T12:30:50.695Z,29.6896,50.4824,10,4.1,mb,,107,6.744,0.86,us,us70006fkl,2020-02-14T22:02:31.040Z,"12 km NNW of Bandar-e Gen?veh, Iran",earthquake,5.1,1.9,0.197,7,reviewed,us,us
2019-11-23T13:45:30.951Z,30.8934,49.8345,10,4.3,mb,,122,5.447,0.85,us,us70006c7n,2020-02-14T22:02:15.040Z,"19 km NE of Om?d?yeh, Iran",earthquake,6.3,2,0.129,17,reviewed,us,us
2019-11-23T10:57:38.307Z,30.985,49.8519,10,4.5,mb,,69,2.484,0.7,us,us70006c64,2020-02-14T22:02:14.040Z,"28 km NNE of Om?d?yeh, Iran",earthquake,8.2,1.7,0.078,48,reviewed,us,us
2019-11-19T18:23:01.582Z,27.0883,57.8242,10,4,mb,,97,2.584,1.42,us,us70006dp0,2020-02-14T22:02:23.040Z,"73 km E of M?n?b, Iran",earthquake,8.3,1.9,0.119,24,reviewed,us,us
2019-11-15T20:49:20.992Z,29.9164,47.8006,10,4.1,mb,,115,5.475,0.9,us,us700068m6,2020-02-07T20:21:34.040Z,"17 km SW of Umm Qa?r, Iraq",earthquake,8.4,2,0.174,10,reviewed,us,us
2019-11-15T11:47:38.641Z,29.8401,47.683,10,4.1,mb,,77,5.516,0.47,us,us70006bm1,2020-02-07T20:21:27.040Z,"31 km SW of Umm Qa?r, Iraq",earthquake,7.4,1.9,0.151,12,reviewed,us,us
2019-11-15T01:51:18.607Z,27.1001,57.8218,10,4.5,mb,,167,2.592,1.05,us,us70006bl7,2020-02-07T20:21:18.040Z,"72 km E of M?n?b, Iran",earthquake,8.2,1.8,0.108,25,reviewed,us,us
2019-11-13T17:57:47.385Z,27.7649,53.1371,10,4.3,mb,,73,3.931,1.2,us,us60006b67,2020-02-07T20:20:40.040Z,"34 km NE of Mohr, Iran",earthquake,7.6,1.9,0.094,32,reviewed,us,us
2019-11-13T16:28:21.827Z,27.7658,53.0613,10,4.3,mb,,73,3.979,0.51,us,us60006b3t,2020-02-07T20:20:39.040Z,"29 km NE of Mohr, Iran",earthquake,4.2,1.9,0.1,28,reviewed,us,us
2019-11-12T13:18:25.082Z,27.1582,57.7747,10,4.1,mb,,96,2.617,0.75,us,us60006amw,2020-02-07T20:20:22.040Z,"68 km E of M?n?b, Iran",earthquake,9,1.9,0.12,21,reviewed,us,us
2019-11-12T08:25:21.359Z,27.1756,57.8137,10,4.9,mb,,95,2.651,1.06,us,us60006ajd,2020-02-07T20:20:19.040Z,"72 km E of M?n?b, Iran",earthquake,7.6,1.5,0.066,72,reviewed,us,us
2019-11-12T06:01:00.643Z,27.3391,54.8662,10,4.2,mb,,62,2.67,0.97,us,us60006ai1,2020-02-07T20:20:17.040Z,"80 km ESE of Ger?sh, Iran",earthquake,8.3,1.9,0.115,21,reviewed,us,us
2019-11-11T00:12:27.939Z,27.0673,58.0066,10,4.1,mb,,137,2.663,0.75,us,us60006a36,2020-02-01T23:22:19.040Z,"91 km E of M?n?b, Iran",earthquake,6.9,1.9,0.111,22,reviewed,us,us
2019-11-10T16:02:12.852Z,27.9215,56.3729,10,4.6,mb,,67,2.968,0.77,us,us60006a04,2020-02-01T23:22:18.040Z,"81 km N of Bandar Abbas, Iran",earthquake,8.7,1.9,0.071,59,reviewed,us,us
2019-11-07T18:00:56.450Z,27.2937,55.0357,10,4.2,mb,,54,2.563,0.76,us,us600068qk,2020-02-01T23:21:50.040Z,"82 km N of Bandar-e Lengeh, Iran",earthquake,5.9,1.6,0.093,32,reviewed,us,us
2019-11-06T16:28:51.488Z,27.2849,54.8962,10,4.5,mb,,56,2.609,0.76,us,us700063z0,2020-02-01T23:21:41.040Z,"80 km N of Bandar-e Lengeh, Iran",earthquake,7.3,1.9,0.065,69,reviewed,us,us
2019-11-06T12:23:35.586Z,27.2623,54.8198,10,4.3,mb,,58,2.621,0.68,us,us700063wv,2020-02-01T23:21:40.040Z,"78 km N of Bandar-e Lengeh, Iran",earthquake,6.1,1.9,0.089,36,reviewed,us,us
2019-11-06T08:37:24.231Z,26.7301,55.1342,10,4.5,mb,,58,2.022,1.16,us,us700063w2,2020-02-01T23:21:40.040Z,"31 km NE of Bandar-e Lengeh, Iran",earthquake,7.2,1.9,0.096,32,reviewed,us,us
2019-11-06T07:40:43.027Z,27.238,54.9597,10,5.4,mww,,33,2.542,0.83,us,us700063vr,2020-02-01T23:21:39.040Z,"75 km N of Bandar-e Lengeh, Iran",earthquake,7.2,1.8,0.086,13,reviewed,us,us
2019-11-04T00:45:21.541Z,26.0591,54.7317,10,4.1,mb,,126,1.732,0.72,us,us700062rg,2020-01-18T20:00:57.040Z,"57 km SSW of Bandar-e Lengeh, Iran",earthquake,7.6,2,0.14,14,reviewed,us,us
2019-11-04T00:18:40.970Z,26.1262,54.6997,10,4.2,mb,,89,1.797,0.79,us,us700062rd,2020-01-18T20:00:57.040Z,"51 km SSW of Bandar-e Lengeh, Iran",earthquake,7.9,1.9,0.091,34,reviewed,us,us
2019-11-01T19:23:35.168Z,30.4302,50.6403,10,4,mb,,78,6.245,0.7,us,us600069a6,2020-01-18T20:00:44.040Z,"17 km WNW of Dogonbadan, Iran",earthquake,5.6,1.9,0.149,13,reviewed,us,us
2019-10-31T15:43:59.157Z,26.158,54.7286,10,5,mb,,45,1.798,1.01,us,us700061lx,2020-01-18T20:00:50.040Z,"46 km SSW of Bandar-e Lengeh, Iran",earthquake,6.4,1.8,0.042,179,reviewed,us,us
2019-10-30T11:33:04.749Z,27.2576,55.073,10,4.3,mb,,93,2.517,0.94,us,us600064tu,2020-01-18T20:00:39.040Z,"79 km NNE of Bandar-e Lengeh, Iran",earthquake,5.6,1.9,0.118,20,reviewed,us,us
2019-10-30T01:56:52.300Z,27.2171,55.0268,10,4.5,mb,,55,2.497,0.81,us,us600064nz,2020-01-18T20:00:38.040Z,"74 km NNE of Bandar-e Lengeh, Iran",earthquake,7.6,1.9,0.069,61,reviewed,us,us
2019-10-29T16:23:46.996Z,27.0853,54.9044,10,4.2,mb,,61,2.43,1.15,us,us7000642h,2020-01-18T20:00:59.040Z,"58 km N of Bandar-e Lengeh, Iran",earthquake,6,1.9,0.176,9,reviewed,us,us
2019-10-24T03:14:59.497Z,27.2412,54.9249,10,4.3,mb,,60,2.559,0.62,us,us600062kq,2020-01-11T21:26:33.040Z,"75 km N of Bandar-e Lengeh, Iran",earthquake,5.2,1.9,0.119,20,reviewed,us,us
2019-10-22T22:10:03.576Z,27.278,55.0669,10,4.1,mb,,115,2.538,0.34,us,us700061np,2020-01-11T21:26:25.040Z,"81 km NNE of Bandar-e Lengeh, Iran",earthquake,10.8,2,0.212,6,reviewed,us,us
2019-10-22T04:33:18.924Z,27.1838,54.9703,10,4.3,mb,,114,2.49,0.94,us,us700061mj,2020-01-11T21:26:21.040Z,"69 km N of Bandar-e Lengeh, Iran",earthquake,8.2,1.9,0.142,14,reviewed,us,us
2019-10-22T02:34:51.151Z,27.2075,54.9732,10,4.1,mb,,95,2.51,0.94,us,us700061mf,2020-01-11T21:26:21.040Z,"72 km N of Bandar-e Lengeh, Iran",earthquake,9.5,1.9,0.145,13,reviewed,us,us
2019-10-21T18:11:28.184Z,31.4282,51.3214,10,4.2,mb,,159,5.96,0.96,us,us7000617h,2020-01-03T16:09:46.040Z,"23 km W of Sem?rom, Iran",earthquake,8.4,1.9,0.187,8,reviewed,us,us
2019-10-21T13:16:17.794Z,27.2424,55.063,10,4.5,mb,,54,2.507,0.67,us,us70006179,2020-01-03T16:09:44.040Z,"77 km NNE of Bandar-e Lengeh, Iran",earthquake,9.3,1.9,0.115,22,reviewed,us,us
2019-10-21T12:06:32.860Z,27.2192,54.9412,10,4.3,mb,,96,2.533,0.73,us,us7000616x,2020-01-03T16:09:43.040Z,"73 km N of Bandar-e Lengeh, Iran",earthquake,10.3,1.9,0.138,15,reviewed,us,us
2019-10-21T10:58:52.650Z,27.2259,55.0039,9,5.5,mww,,23,2.514,1.04,us,us70005wp5,2020-07-10T17:51:25.297Z,"75 km N of Bandar-e Lengeh, Iran",earthquake,7,1.8,0.063,24,reviewed,us,us
2019-10-20T16:52:43.344Z,31.6604,49.3639,10,4,mb,,126,4.601,0.76,us,us600064cw,2020-01-03T16:09:39.040Z,"31 km S of Masjed Soleym?n, Iran",earthquake,8.5,2,0.173,9,reviewed,us,us
2019-10-18T04:09:39.062Z,26.594,55.1051,10,4.2,mb,,104,1.917,1.2,us,us70005v9x,2020-01-03T16:09:27.040Z,"22 km E of Bandar-e Lengeh, Iran",earthquake,7.3,1.9,0.121,19,reviewed,us,us
2019-10-18T03:00:13.895Z,29.0172,51.3514,21.61,4.2,mb,,93,5.931,1.24,us,us70005v9e,2020-01-03T16:09:27.040Z,"30 km SSE of Bor?zj?n, Iran",earthquake,9.6,6.5,0.096,30,reviewed,us,us
2019-10-14T01:53:38.203Z,27.9463,55.8972,10,4.3,mb,,101,3.001,0.81,us,us70005x5y,2019-12-28T20:46:23.040Z,"92 km NNW of Bandar Abbas, Iran",earthquake,7.6,1.9,0.142,14,reviewed,us,us
2019-10-12T17:21:23.098Z,32.3678,49.7049,10,4.9,mb,,67,4.305,0.85,us,us70005tq5,2019-12-28T20:45:50.040Z,"60 km NE of Masjed Soleym?n, Iran",earthquake,7.9,1.9,0.05,131,reviewed,us,us
2019-10-11T09:19:34.712Z,28.3433,54.5223,10,4.2,mb,,86,3.703,0.64,us,us70005tcd,2019-12-28T20:45:59.040Z,"45 km S of D?r?b, Iran",earthquake,3.4,1.9,0.101,27,reviewed,us,us
2019-10-04T08:43:09.258Z,27.6516,53.1482,10,4,mb,,107,3.845,0.71,us,us70005tgm,2019-12-27T15:50:22.040Z,"28 km ENE of Mohr, Iran",earthquake,8.5,2,0.164,10,reviewed,us,us
2019-10-03T18:27:23.969Z,28.5403,53.6414,10,4.4,mb,,70,4.25,1.04,us,us70005qbt,2019-12-27T15:50:14.040Z,"44 km S of Fas?, Iran",earthquake,6.9,1.8,0.071,57,reviewed,us,us
2019-09-25T13:17:37.289Z,31.8613,49.7105,42.07,4.1,mb,,74,4.653,0.7,us,us70005ryp,2019-12-20T19:04:16.040Z,"39 km ESE of Masjed Soleym?n, Iran",earthquake,7.8,11.4,0.158,11,reviewed,us,us
2019-09-24T09:02:00.930Z,31.8651,49.6636,32.63,4.7,mb,,60,4.622,0.6,us,us60005mnv,2019-12-20T19:02:03.040Z,"34 km ESE of Masjed Soleym?n, Iran",earthquake,7,5.1,0.05,124,reviewed,us,us
2019-09-21T20:24:54.581Z,19.3582,60.7254,10,4.3,mb,,102,4.327,0.73,us,us70005ml1,2019-12-10T17:27:17.040Z,"Owen Fracture Zone region",earthquake,12,1.9,0.116,21,reviewed,us,us
2019-09-16T20:03:22.415Z,27.5961,56.3791,10,4.3,mb,,112,2.644,1.25,us,us70005h8e,2019-12-05T18:31:11.040Z,"46 km NNE of Bandar Abbas, Iran",earthquake,8.4,1.9,0.083,41,reviewed,us,us
2019-09-16T16:55:41.986Z,27.6148,56.3437,10,4.5,mb,,105,2.661,0.93,us,us70005h57,2019-12-05T18:31:10.040Z,"47 km N of Bandar Abbas, Iran",earthquake,7.4,1.9,0.094,33,reviewed,us,us
2019-09-16T12:56:57.713Z,31.3802,51.1235,10,4.6,mb,,77,3.407,0.58,us,us70005h11,2019-12-05T18:31:10.040Z,"42 km W of Sem?rom, Iran",earthquake,5.3,1.9,0.122,20,reviewed,us,us
